Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
11663;11/04/2023;04:51:05;52.19;95.96;1.35;0.00;0.11;0.00
11664;11/04/2023;04:51:07;49.53;95.97;1.20;0.00;0.09;0.00
11665;11/04/2023;04:51:09;47.18;95.98;1.22;0.05;0.21;0.00
11666;11/04/2023;04:51:11;45.82;95.99;1.10;0.00;0.76;0.00
Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
11677;11/04/2023;04:51:33;46.89;96.00;1.28;0.10;0.08;0.00
11678;11/04/2023;04:51:35;47.22;96.00;1.31;0.10;0.07;0.00
11679;11/04/2023;04:51:37;47.78;95.99;1.45;0.10;0.15;0.00
11680;11/04/2023;04:51:39;48.74;95.99;1.19;0.05;0.18;0.00
11681;11/04/2023;04:51:41;49.09;95.99;1.26;0.00;0.12;0.00
11682;11/04/2023;04:51:43;49.21;95.98;1.10;0.10;0.07;0.00
11683;11/04/2023;04:51:45;49.47;95.96;1.14;0.13;0.03;0.00
11684;11/04/2023;04:51:47;49.67;95.95;1.44;0.18;0.04;0.00
11685;11/04/2023;04:51:49;49.61;95.92;1.33;0.05;0.18;0.00
11686;11/04/2023;04:51:51;50.46;95.87;1.22;0.05;0.55;0.01
11687;11/04/2023;04:51:53;51.99;95.80;1.32;0.11;0.68;0.02
11688;11/04/2023;04:51:55;52.44;95.69;1.25;0.05;0.39;0.02
11689;11/04/2023;04:51:57;52.87;95.50;1.33;0.14;0.03;0.00
11690;11/04/2023;04:51:59;50.80;95.42;1.12;0.00;0.00;0.00
11691;11/04/2023;04:52:01;50.46;95.42;0.84;0.00;0.00;0.00
11692;11/04/2023;04:52:03;51.10;95.51;1.17;0.05;0.01;0.00
11693;11/04/2023;04:52:06;52.27;95.70;1.08;0.05;0.04;0.00
11694;11/04/2023;04:52:08;53.70;95.83;1.28;0.00;0.04;0.00
11695;11/04/2023;04:52:10;55.62;95.92;1.36;0.00;0.02;0.00
11696;11/04/2023;04:52:12;58.42;96.00;1.01;0.13;0.03;0.00
11697;11/04/2023;04:52:14;58.73;96.08;1.28;0.00;0.10;0.01
11698;11/04/2023;04:52:16;57.67;96.17;1.23;0.10;0.44;0.02
11699;11/04/2023;04:52:18;55.91;96.30;1.14;0.05;0.30;0.01
11700;11/04/2023;04:52:20;54.15;96.49;1.22;0.10;0.01;0.00
11701;11/04/2023;04:52:22;52.86;96.58;0.96;0.10;0.00;0.00
11702;11/04/2023;04:52:24;52.73;96.58;1.52;0.00;0.00;0.00
11703;11/04/2023;04:52:26;52.77;96.50;1.27;0.11;0.00;0.00
11704;11/04/2023;04:52:28;52.10;96.32;1.46;0.10;0.01;0.00
11705;11/04/2023;04:52:30;51.13;96.21;1.42;0.10;0.00;0.00
11706;11/04/2023;04:52:32;50.22;96.13;0.97;0.05;0.00;0.00
11707;11/04/2023;04:52:34;49.74;96.09;1.41;0.10;0.00;0.00
11708;11/04/2023;04:52:36;50.18;96.05;1.21;0.10;0.01;0.00
11709;11/04/2023;04:52:38;51.06;96.04;1.51;0.18;0.01;0.00
11710;11/04/2023;04:52:40;52.63;96.02;1.30;0.18;0.01;0.00
11711;11/04/2023;04:52:42;54.37;96.01;1.06;0.10;0.03;0.00
11712;11/04/2023;04:52:44;55.82;96.01;1.24;0.05;0.19;0.00
11713;11/04/2023;04:52:46;56.40;96.01;1.17;0.05;0.52;0.01
11714;11/04/2023;04:52:48;55.20;96.00;1.24;0.10;0.82;0.01
11715;11/04/2023;04:52:50;53.65;96.00;1.28;0.00;0.83;0.01
11716;11/04/2023;04:52:52;53.24;96.00;1.28;0.00;0.78;0.00
11717;11/04/2023;04:52:54;53.28;96.00;1.35;0.00;0.64;0.00
11718;11/04/2023;04:52:56;52.32;96.00;1.21;0.05;0.27;0.00
11719;11/04/2023;04:52:58;51.28;96.00;1.40;0.00;0.04;0.00
11720;11/04/2023;04:53:00;51.03;96.00;1.14;0.13;0.01;0.00
11721;11/04/2023;04:53:02;51.15;96.01;1.54;0.00;0.01;0.00
11722;11/04/2023;04:53:04;51.36;96.01;1.46;0.11;0.09;0.00
11723;11/04/2023;04:53:06;51.40;96.02;1.51;0.13;0.56;0.00
11724;11/04/2023;04:53:08;50.92;96.02;1.52;0.10;0.70;0.00
11725;11/04/2023;04:53:10;50.46;96.04;1.46;0.00;0.75;0.03
11726;11/04/2023;04:53:12;50.60;96.06;1.39;0.10;0.68;0.04
11727;11/04/2023;04:53:14;52.30;96.09;1.41;0.00;0.43;0.03
11728;11/04/2023;04:53:16;57.47;96.14;1.45;0.00;0.29;0.02
11729;11/04/2023;04:53:18;57.82;96.24;1.63;0.10;0.29;0.02
11730;11/04/2023;04:53:20;56.97;96.14;1.46;0.05;0.31;0.02
11731;11/04/2023;04:53:22;55.58;96.10;1.63;0.05;0.29;0.02
11732;11/04/2023;04:53:24;54.24;96.07;1.67;0.18;0.30;0.05
11733;11/04/2023;04:53:26;53.78;96.06;1.69;0.20;0.27;0.04
11734;11/04/2023;04:53:28;55.54;96.06;1.59;0.05;0.14;0.01
11735;11/04/2023;04:53:30;57.09;96.08;1.40;0.05;0.08;0.00
11736;11/04/2023;04:53:32;56.75;96.11;1.56;0.13;0.19;0.01
11737;11/04/2023;04:53:34;55.98;96.16;1.59;0.05;0.34;0.01
11738;11/04/2023;04:53:36;56.20;96.24;1.71;0.18;0.27;0.01
11739;11/04/2023;04:53:38;56.65;96.37;1.67;0.05;0.26;0.01
11740;11/04/2023;04:53:40;56.81;96.38;1.49;0.05;0.42;0.01
11741;11/04/2023;04:53:42;55.60;96.25;1.56;0.05;0.78;0.02
11742;11/04/2023;04:53:44;53.83;96.17;1.56;0.05;0.88;0.03
11743;11/04/2023;04:53:46;52.18;96.14;1.60;0.17;0.57;0.01
11744;11/04/2023;04:53:48;51.33;96.13;1.56;0.05;0.11;0.00
11745;11/04/2023;04:53:50;51.08;96.15;1.33;0.05;0.01;0.00
11746;11/04/2023;04:53:52;50.04;96.20;1.55;0.14;0.01;0.00
11747;11/04/2023;04:53:54;51.03;96.29;1.77;0.05;0.02;0.00
11748;11/04/2023;04:53:56;52.88;96.44;1.64;0.10;0.01;0.00
11749;11/04/2023;04:53:58;54.69;96.48;1.74;0.05;0.00;0.00
11750;11/04/2023;04:54:00;53.18;96.41;1.63;0.05;0.00;0.00
11751;11/04/2023;04:54:02;50.74;96.22;1.07;0.18;0.00;0.00
11752;11/04/2023;04:54:04;49.47;95.88;1.30;0.05;0.00;0.00
11753;11/04/2023;04:54:06;48.89;95.52;1.19;0.00;0.14;0.00
11754;11/04/2023;04:54:08;48.69;95.26;1.36;0.00;0.12;0.00
11755;11/04/2023;04:54:10;48.70;95.05;1.14;0.05;0.02;0.00
11756;11/04/2023;04:54:12;48.80;95.05;1.03;0.10;0.00;0.00
11757;11/04/2023;04:54:14;48.89;95.25;1.49;0.05;0.00;0.00
11758;11/04/2023;04:54:16;48.93;95.51;1.14;0.14;0.01;0.00
11759;11/04/2023;04:54:18;48.83;95.67;1.42;0.00;0.05;0.00
11760;11/04/2023;04:54:20;48.48;95.57;1.22;0.00;0.26;0.00
11761;11/04/2023;04:54:22;48.27;95.38;1.25;0.14;0.55;0.01
11762;11/04/2023;04:54:24;48.65;95.27;1.37;0.00;0.68;0.01
11763;11/04/2023;04:54:26;49.35;95.21;1.30;0.11;0.80;0.00
11764;11/04/2023;04:54:29;50.23;95.19;1.29;0.05;0.76;0.00
11765;11/04/2023;04:54:31;51.18;95.21;1.20;0.00;0.55;0.00
11766;11/04/2023;04:54:33;52.14;95.27;1.29;0.18;0.54;0.01
11767;11/04/2023;04:54:35;53.02;95.38;1.40;0.00;0.31;0.00
11768;11/04/2023;04:54:37;53.74;95.57;1.31;0.10;0.08;0.00
11769;11/04/2023;04:54:39;54.15;95.87;1.44;0.10;0.01;0.00
11770;11/04/2023;04:54:41;54.02;96.15;1.07;0.00;0.01;0.00
11771;11/04/2023;04:54:43;53.33;96.26;1.10;0.05;0.06;0.00
11772;11/04/2023;04:54:45;53.57;96.22;1.28;0.18;0.19;0.01
11773;11/04/2023;04:54:47;52.52;96.23;1.25;0.05;0.09;0.00
11774;11/04/2023;04:54:49;50.96;96.28;0.99;0.05;0.05;0.00
11775;11/04/2023;04:54:51;49.34;96.38;1.28;0.10;0.09;0.00
11776;11/04/2023;04:54:53;48.42;96.57;1.12;0.05;0.17;0.01
11777;11/04/2023;04:54:55;49.02;96.66;1.14;0.00;0.10;0.00
11778;11/04/2023;04:54:57;50.41;96.69;1.39;0.10;0.05;0.00
11779;11/04/2023;04:54:59;52.13;96.65;1.08;0.10;0.06;0.00
11780;11/04/2023;04:55:01;53.82;96.55;1.22;0.05;0.06;0.00
11781;11/04/2023;04:55:03;55.15;96.35;1.27;0.00;0.06;0.00
11782;11/04/2023;04:55:05;53.66;96.22;1.50;0.05;0.09;0.00
11783;11/04/2023;04:55:07;51.06;96.14;1.30;0.00;0.09;0.00
11784;11/04/2023;04:55:09;48.74;96.09;1.53;0.05;0.17;0.00
11785;11/04/2023;04:55:11;48.18;96.06;1.53;0.11;0.47;0.01
11786;11/04/2023;04:55:13;48.60;96.04;1.45;0.05;0.78;0.00
11787;11/04/2023;04:55:15;49.41;96.02;1.41;0.00;0.83;0.00
11788;11/04/2023;04:55:17;50.22;96.02;1.50;0.10;0.82;0.00
11789;11/04/2023;04:55:19;50.64;96.01;1.52;0.00;0.79;0.00
11790;11/04/2023;04:55:21;51.28;96.01;1.46;0.00;0.73;0.00
11791;11/04/2023;04:55:23;52.06;96.00;1.39;0.14;0.73;0.00
11792;11/04/2023;04:55:25;52.94;96.00;1.36;0.05;0.69;0.00
11793;11/04/2023;04:55:27;53.91;96.00;1.50;0.00;0.60;0.00
11794;11/04/2023;04:55:29;55.00;96.00;1.41;0.10;0.42;0.00
11795;11/04/2023;04:55:31;56.27;96.00;1.29;0.05;0.35;0.00
11796;11/04/2023;04:55:33;57.87;96.00;1.44;0.02;0.25;0.00
11797;11/04/2023;04:55:35;57.00;96.00;1.50;0.00;0.24;0.00
11798;11/04/2023;04:55:37;56.51;96.00;1.59;0.02;0.66;0.01
Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
11808;11/04/2023;04:55:57;47.89;96.05;1.50;0.02;0.16;0.00
11809;11/04/2023;04:55:59;48.10;96.08;1.63;0.05;0.23;0.00
11810;11/04/2023;04:56:01;48.46;96.12;1.25;0.07;0.30;0.00
11811;11/04/2023;04:56:03;49.03;96.19;1.56;0.00;0.37;0.00
11812;11/04/2023;04:56:05;49.61;96.29;1.31;0.12;0.45;0.00
11813;11/04/2023;04:56:07;49.91;96.46;1.48;0.05;0.66;0.01
11814;11/04/2023;04:56:09;50.28;96.53;1.44;0.00;0.72;0.04
11815;11/04/2023;04:56:11;51.44;96.48;1.37;0.05;0.64;0.02
11816;11/04/2023;04:56:13;54.14;96.31;1.56;0.05;0.53;0.01
11817;11/04/2023;04:56:15;55.47;96.22;1.31;0.05;0.55;0.01
11818;11/04/2023;04:56:17;56.15;96.17;1.38;0.05;0.68;0.01
11819;11/04/2023;04:56:19;56.50;96.16;1.45;0.10;0.71;0.00
11820;11/04/2023;04:56:21;56.71;96.18;1.50;0.00;0.64;0.00
11821;11/04/2023;04:56:23;56.94;96.24;1.29;0.05;0.58;0.00
11822;11/04/2023;04:56:25;57.33;96.34;1.35;0.10;0.57;0.02
11823;11/04/2023;04:56:27;58.41;96.58;1.52;0.00;0.67;0.12
11824;11/04/2023;04:56:29;61.12;96.78;1.42;0.00;0.78;0.46
11825;11/04/2023;04:56:31;55.99;96.83;1.43;0.22;0.80;0.57
11826;11/04/2023;04:56:33;63.22;96.75;1.52;0.00;0.77;0.49
11827;11/04/2023;04:56:35;56.86;96.26;1.52;0.00;0.69;0.23
11828;11/04/2023;04:56:37;53.96;96.20;1.62;0.00;0.48;0.11
11829;11/04/2023;04:56:39;54.66;96.15;1.66;0.14;0.36;0.08
11830;11/04/2023;04:56:41;56.92;96.12;1.34;0.00;0.37;0.06
11831;11/04/2023;04:56:43;55.59;96.11;1.49;0.00;0.57;0.05
11832;11/04/2023;04:56:45;53.74;96.12;1.50;0.05;0.62;0.05
11833;11/04/2023;04:56:47;52.38;96.15;1.61;0.00;0.40;0.07
11834;11/04/2023;04:56:49;55.41;96.28;1.38;0.07;0.22;0.06
11835;11/04/2023;04:56:52;53.16;96.14;1.20;0.18;0.16;0.04
11836;11/04/2023;04:56:54;50.73;96.09;1.53;0.11;0.24;0.03
11837;11/04/2023;04:56:56;50.37;96.06;1.52;0.10;0.46;0.02
11838;11/04/2023;04:56:58;50.83;96.04;1.64;0.10;0.66;0.01
11839;11/04/2023;04:57:00;51.64;96.03;1.53;0.10;0.79;0.01
11840;11/04/2023;04:57:02;52.44;96.02;1.52;0.05;0.66;0.02
11841;11/04/2023;04:57:04;52.79;96.02;1.62;0.00;0.48;0.01
11842;11/04/2023;04:57:06;52.13;96.01;1.58;0.05;0.26;0.01
11843;11/04/2023;04:57:08;51.05;96.02;1.90;0.00;0.18;0.00
11844;11/04/2023;04:57:10;49.94;96.02;1.90;0.00;0.28;0.00
11845;11/04/2023;04:57:12;49.15;96.03;1.62;0.05;0.38;0.01
11846;11/04/2023;04:57:14;49.19;96.04;1.83;0.05;0.34;0.01
11847;11/04/2023;04:57:16;50.87;96.07;1.65;0.00;0.22;0.01
11848;11/04/2023;04:57:18;53.23;96.10;2.04;0.10;0.19;0.03
11849;11/04/2023;04:57:20;55.73;96.15;1.74;0.00;0.29;0.07
11850;11/04/2023;04:57:22;58.29;96.39;1.72;0.15;0.56;0.18
11851;11/04/2023;04:57:24;56.76;96.35;1.83;0.14;0.69;0.19
11852;11/04/2023;04:57:26;55.69;96.06;1.66;0.05;0.53;0.07
11853;11/04/2023;04:57:28;57.17;95.54;1.70;0.07;0.31;0.03
11854;11/04/2023;04:57:30;57.77;95.23;1.50;0.00;0.12;0.02
11855;11/04/2023;04:57:32;57.35;95.16;1.88;0.00;0.15;0.03
11856;11/04/2023;04:57:34;56.33;95.36;1.93;0.15;0.21;0.05
11857;11/04/2023;04:57:36;54.88;95.64;1.85;0.05;0.12;0.02
11858;11/04/2023;04:57:38;53.23;95.83;2.20;0.05;0.05;0.00
11859;11/04/2023;04:57:40;54.10;95.98;1.89;0.10;0.07;0.01
11860;11/04/2023;04:57:42;54.27;96.12;1.63;0.00;0.12;0.01
11861;11/04/2023;04:57:44;54.24;96.30;1.69;0.14;0.18;0.00
11862;11/04/2023;04:57:46;54.41;96.33;1.70;0.05;0.14;0.00
11863;11/04/2023;04:57:48;54.77;96.22;2.11;0.05;0.10;0.00
11864;11/04/2023;04:57:50;55.08;96.16;1.73;0.05;0.19;0.00
11865;11/04/2023;04:57:52;55.09;96.13;1.76;0.00;0.52;0.01
11866;11/04/2023;04:57:54;54.41;96.13;1.76;0.00;0.66;0.01
11867;11/04/2023;04:57:56;53.72;96.15;1.72;0.00;0.13;0.00
11868;11/04/2023;04:57:58;53.63;96.21;2.00;0.00;0.01;0.00
11869;11/04/2023;04:58:00;54.93;96.30;1.59;0.00;0.00;0.00
11870;11/04/2023;04:58:02;55.39;96.46;1.06;0.00;0.00;0.00
11871;11/04/2023;04:58:04;53.61;96.51;1.01;0.05;0.02;0.00
11872;11/04/2023;04:58:06;51.08;96.48;1.13;0.00;0.12;0.04
11873;11/04/2023;04:58:08;49.79;96.27;1.43;0.18;0.25;0.08
11874;11/04/2023;04:58:10;49.24;96.18;1.11;0.05;0.38;0.02
11875;11/04/2023;04:58:12;48.61;96.12;1.22;0.00;0.63;0.01
11876;11/04/2023;04:58:14;47.70;96.08;1.26;0.14;0.73;0.01
11877;11/04/2023;04:58:16;47.28;96.05;1.28;0.07;0.64;0.00
11878;11/04/2023;04:58:18;47.09;96.03;1.38;0.00;0.40;0.00
11879;11/04/2023;04:58:20;47.08;96.02;1.13;0.05;0.29;0.00
11880;11/04/2023;04:58:22;47.24;96.01;1.02;0.10;0.31;0.00
11881;11/04/2023;04:58:24;47.60;96.01;1.31;0.14;0.45;0.03
11882;11/04/2023;04:58:26;48.23;96.00;1.21;0.00;0.61;0.07
11883;11/04/2023;04:58:28;49.85;96.00;1.28;0.00;0.68;0.05
11884;11/04/2023;04:58:30;52.37;96.00;1.11;0.00;0.71;0.03
11885;11/04/2023;04:58:32;52.36;96.00;1.20;0.05;0.64;0.01
11886;11/04/2023;04:58:34;51.38;96.00;1.20;0.05;0.53;0.01
11887;11/04/2023;04:58:36;49.94;96.00;1.16;0.05;0.31;0.00
11888;11/04/2023;04:58:38;48.46;96.00;1.48;0.05;0.19;0.00
11889;11/04/2023;04:58:40;47.38;96.00;1.44;0.05;0.18;0.00
11890;11/04/2023;04:58:42;47.25;96.00;1.28;0.10;0.22;0.00
11891;11/04/2023;04:58:44;47.61;96.00;1.04;0.00;0.35;0.00
11892;11/04/2023;04:58:46;48.12;96.00;1.25;0.00;0.44;0.01
11893;11/04/2023;04:58:48;48.63;96.00;1.13;0.11;0.45;0.01
11894;11/04/2023;04:58:50;48.97;96.00;1.00;0.18;0.40;0.01
11895;11/04/2023;04:58:52;48.91;96.00;1.21;0.10;0.45;0.00
11896;11/04/2023;04:58:54;48.65;96.00;1.29;0.00;0.61;0.00
11897;11/04/2023;04:58:56;48.32;96.00;1.28;0.11;0.77;0.00
11898;11/04/2023;04:58:58;48.03;96.00;1.38;0.10;0.73;0.00
11899;11/04/2023;04:59:00;47.88;96.00;1.32;0.05;0.49;0.00
11900;11/04/2023;04:59:02;48.00;96.00;1.49;0.11;0.28;0.02
11901;11/04/2023;04:59:04;48.63;96.00;1.67;0.00;0.20;0.04
11902;11/04/2023;04:59:06;49.88;96.00;1.46;0.00;0.32;0.09
11903;11/04/2023;04:59:08;55.23;96.00;1.30;0.18;0.30;0.09
11904;11/04/2023;04:59:10;54.98;96.01;1.34;0.18;0.13;0.03
11905;11/04/2023;04:59:12;53.81;96.01;1.28;0.05;0.04;0.01
11906;11/04/2023;04:59:14;52.01;96.02;1.85;0.00;0.02;0.01
11907;11/04/2023;04:59:17;49.98;96.03;1.57;0.18;0.06;0.01
11908;11/04/2023;04:59:19;48.12;96.04;1.39;0.14;0.30;0.04
11909;11/04/2023;04:59:21;47.40;96.07;1.37;0.05;0.55;0.02
11910;11/04/2023;04:59:23;47.13;96.11;1.37;0.05;0.60;0.00
11911;11/04/2023;04:59:25;47.11;96.17;1.45;0.05;0.73;0.00
11912;11/04/2023;04:59:27;47.28;96.26;1.52;0.07;0.76;0.00
11913;11/04/2023;04:59:29;47.55;96.41;1.55;0.10;0.80;0.00
11914;11/04/2023;04:59:31;47.90;96.44;1.44;0.05;0.76;0.01
11915;11/04/2023;04:59:33;48.64;96.36;1.58;0.07;0.67;0.02
11916;11/04/2023;04:59:35;50.56;96.12;1.53;0.07;0.49;0.03
11917;11/04/2023;04:59:37;52.56;95.94;1.72;0.14;0.37;0.03
11918;11/04/2023;04:59:39;53.44;95.74;1.41;0.14;0.39;0.02
11919;11/04/2023;04:59:41;53.83;95.47;1.46;0.05;0.56;0.01
11920;11/04/2023;04:59:43;53.96;95.31;1.46;0.11;0.70;0.00
11921;11/04/2023;04:59:45;53.95;95.20;1.58;0.00;0.53;0.00
11922;11/04/2023;04:59:47;53.92;95.14;1.64;0.07;0.29;0.00
11923;11/04/2023;04:59:49;53.93;95.11;1.39;0.00;0.20;0.02
11924;11/04/2023;04:59:51;54.11;95.09;1.21;0.14;0.17;0.04
11925;11/04/2023;04:59:53;55.75;95.09;1.45;0.14;0.32;0.09
11926;11/04/2023;04:59:55;51.55;95.12;1.55;0.00;0.32;0.08
11927;11/04/2023;04:59:57;53.23;95.18;1.54;0.00;0.08;0.01
11928;11/04/2023;04:59:59;54.26;95.27;1.64;0.05;0.02;0.00
11929;11/04/2023;05:00:01;56.82;95.22;1.20;0.07;0.01;0.00
11930;11/04/2023;05:00:03;59.63;95.01;0.88;0.05;0.04;0.00
11931;11/04/2023;05:00:05;58.86;94.57;1.11;0.10;0.26;0.01
11932;11/04/2023;05:00:07;55.94;94.46;1.08;0.05;0.52;0.03
11933;11/04/2023;05:00:09;53.56;94.70;1.18;0.05;0.33;0.02
11934;11/04/2023;05:00:11;51.47;95.06;0.83;0.00;0.28;0.01
11935;11/04/2023;05:00:13;49.64;95.42;1.09;0.05;0.37;0.01
11936;11/04/2023;05:00:15;48.18;95.66;0.96;0.00;0.47;0.01
11937;11/04/2023;05:00:17;47.27;95.84;1.18;0.05;0.46;0.00
11938;11/04/2023;05:00:19;47.24;95.98;1.06;0.00;0.37;0.00
11939;11/04/2023;05:00:21;47.68;96.12;0.85;0.05;0.21;0.00
11940;11/04/2023;05:00:23;48.30;96.29;0.87;0.05;0.17;0.00
11941;11/04/2023;05:00:25;49.73;96.32;1.17;0.07;0.13;0.01
11942;11/04/2023;05:00:27;51.95;96.20;1.30;0.00;0.10;0.03
11943;11/04/2023;05:00:29;55.43;96.13;1.18;0.17;0.12;0.03
11944;11/04/2023;05:00:31;58.28;96.08;0.84;0.10;0.19;0.02
11945;11/04/2023;05:00:33;59.02;96.05;0.92;0.10;0.36;0.02
11946;11/04/2023;05:00:35;58.73;96.03;1.03;0.11;0.51;0.01
11947;11/04/2023;05:00:37;57.86;96.02;1.15;0.05;0.38;0.01
11948;11/04/2023;05:00:39;56.71;96.01;0.88;0.00;0.42;0.01
11949;11/04/2023;05:00:41;55.49;96.01;0.86;0.00;0.62;0.03
11950;11/04/2023;05:00:43;54.35;96.01;0.92;0.14;0.71;0.04
11951;11/04/2023;05:00:45;53.61;96.00;0.82;0.07;0.65;0.03
11952;11/04/2023;05:00:47;53.63;96.00;1.00;0.00;0.60;0.01
11953;11/04/2023;05:00:49;54.09;96.00;0.81;0.05;0.49;0.01
11954;11/04/2023;05:00:51;54.95;96.01;0.96;0.05;0.43;0.01
11955;11/04/2023;05:00:53;54.71;96.01;1.14;0.00;0.50;0.01
11956;11/04/2023;05:00:55;54.25;96.01;0.96;0.00;0.63;0.03
11957;11/04/2023;05:00:57;54.42;96.02;1.11;0.10;0.70;0.03
11958;11/04/2023;05:00:59;56.74;96.03;1.12;0.05;0.78;0.03
11959;11/04/2023;05:01:01;58.31;96.05;1.16;0.05;0.85;0.02
11960;11/04/2023;05:01:03;56.13;96.07;1.19;0.10;0.83;0.03
11961;11/04/2023;05:01:05;53.03;96.12;1.15;0.05;0.77;0.03
11962;11/04/2023;05:01:07;51.41;96.21;1.27;0.05;0.72;0.04
11963;11/04/2023;05:01:09;50.54;96.14;1.13;0.10;0.74;0.05
11964;11/04/2023;05:01:11;50.39;95.81;1.17;0.00;0.63;0.02
11965;11/04/2023;05:01:13;50.76;95.50;1.05;0.00;0.43;0.02
11966;11/04/2023;05:01:15;51.03;95.03;1.13;0.11;0.27;0.02
11967;11/04/2023;05:01:17;50.45;95.05;1.43;0.10;0.26;0.01
11968;11/04/2023;05:01:19;49.73;95.26;1.33;0.00;0.40;0.04
11969;11/04/2023;05:01:21;49.27;95.60;1.20;0.07;0.66;0.15
11970;11/04/2023;05:01:23;49.97;95.76;1.19;0.18;0.76;0.19
11971;11/04/2023;05:01:25;52.40;95.83;1.27;0.07;0.72;0.10
11972;11/04/2023;05:01:27;51.21;95.88;1.14;0.05;0.70;0.03
11973;11/04/2023;05:01:29;50.09;95.92;1.31;0.11;0.71;0.01
11974;11/04/2023;05:01:31;49.76;95.95;1.26;0.05;0.74;0.01
11975;11/04/2023;05:01:33;50.00;95.97;1.25;0.05;0.59;0.00
11976;11/04/2023;05:01:35;50.41;95.99;1.36;0.10;0.29;0.00
11977;11/04/2023;05:01:37;50.67;96.00;1.58;0.00;0.17;0.00
11978;11/04/2023;05:01:40;50.40;96.01;1.37;0.07;0.13;0.00
11979;11/04/2023;05:01:42;49.93;96.03;1.06;0.05;0.16;0.00
11980;11/04/2023;05:01:44;49.50;96.05;1.30;0.07;0.30;0.00
11981;11/04/2023;05:01:46;49.35;96.08;1.36;0.10;0.54;0.01
11982;11/04/2023;05:01:48;49.85;96.12;1.45;0.05;0.66;0.02
11983;11/04/2023;05:01:50;51.68;96.19;1.28;0.05;0.66;0.03
11984;11/04/2023;05:01:52;54.60;96.29;1.28;0.00;0.61;0.05
11985;11/04/2023;05:01:54;55.22;96.49;1.47;0.10;0.55;0.05
11986;11/04/2023;05:01:56;54.94;96.50;1.44;0.05;0.51;0.06
11987;11/04/2023;05:01:58;54.12;96.71;1.33;0.00;0.48;0.05
11988;11/04/2023;05:02:00;53.11;96.81;1.24;0.18;0.43;0.04
11989;11/04/2023;05:02:02;52.13;96.88;1.09;0.05;0.44;0.01
11990;11/04/2023;05:02:04;51.38;96.92;1.26;0.00;0.60;0.00
11991;11/04/2023;05:02:06;50.75;96.95;1.32;0.05;0.68;0.00
11992;11/04/2023;05:02:08;50.18;96.97;1.31;0.14;0.71;0.00
11993;11/04/2023;05:02:10;49.66;96.98;1.21;0.05;0.73;0.00
11994;11/04/2023;05:02:12;49.16;96.99;1.15;0.05;0.65;0.00
11995;11/04/2023;05:02:14;48.68;96.99;1.16;0.00;0.63;0.00
11996;11/04/2023;05:02:16;48.21;96.99;1.29;0.11;0.66;0.00
11997;11/04/2023;05:02:18;47.76;96.99;1.36;0.11;0.72;0.00
11998;11/04/2023;05:02:20;47.32;96.99;1.31;0.00;0.77;0.00
11999;11/04/2023;05:02:22;46.91;96.99;1.27;0.05;0.83;0.00
12000;11/04/2023;05:02:24;46.55;96.99;1.26;0.05;0.76;0.00
12001;11/04/2023;05:02:26;46.26;96.99;1.32;0.07;0.57;0.00
12002;11/04/2023;05:02:28;46.09;96.98;1.09;0.00;0.42;0.00
12003;11/04/2023;05:02:30;46.14;96.97;1.20;0.10;0.38;0.00
12004;11/04/2023;05:02:32;46.57;96.95;1.42;0.05;0.48;0.00
12005;11/04/2023;05:02:34;47.18;96.92;1.28;0.10;0.61;0.00
12006;11/04/2023;05:02:36;47.95;96.88;1.33;0.05;0.54;0.00
12007;11/04/2023;05:02:38;48.90;96.81;1.41;0.10;0.40;0.00
12008;11/04/2023;05:02:40;50.10;96.71;1.09;0.07;0.33;0.01
12009;11/04/2023;05:02:42;51.78;96.55;1.29;0.05;0.41;0.01
12010;11/04/2023;05:02:44;52.49;96.30;1.26;0.00;0.46;0.01
12011;11/04/2023;05:02:46;53.62;95.90;1.48;0.05;0.43;0.01
12012;11/04/2023;05:02:48;54.95;95.48;1.23;0.00;0.48;0.01
12013;11/04/2023;05:02:50;56.36;95.16;1.31;0.10;0.65;0.03
12014;11/04/2023;05:02:52;57.78;94.89;1.19;0.00;0.75;0.04
12015;11/04/2023;05:02:54;59.08;94.55;1.29;0.14;0.68;0.05
12016;11/04/2023;05:02:56;60.10;94.38;1.20;0.05;0.55;0.03
12017;11/04/2023;05:02:58;60.59;94.28;1.41;0.14;0.34;0.02
12018;11/04/2023;05:03:00;60.23;94.22;1.14;0.05;0.17;0.00
12019;11/04/2023;05:03:02;59.46;94.21;1.47;0.00;0.15;0.00
12020;11/04/2023;05:03:04;58.47;94.25;1.63;0.05;0.23;0.00
12021;11/04/2023;05:03:06;57.43;94.33;1.46;0.00;0.41;0.00
12022;11/04/2023;05:03:08;56.48;94.47;1.67;0.00;0.42;0.01
12023;11/04/2023;05:03:10;55.78;94.73;1.50;0.05;0.41;0.02
12024;11/04/2023;05:03:12;55.60;94.91;1.34;0.10;0.38;0.02
12025;11/04/2023;05:03:14;56.37;95.07;1.60;0.05;0.42;0.03
12026;11/04/2023;05:03:16;59.15;95.28;1.53;0.02;0.52;0.02
12027;11/04/2023;05:03:18;60.57;95.31;1.52;0.05;0.74;0.02
