Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
3202;11/04/2023;00:07:05;57.59;94.91;0.95;0.05;0.29;0.00
3203;11/04/2023;00:07:07;57.11;94.94;0.86;0.00;0.47;0.00
3204;11/04/2023;00:07:09;57.45;94.96;0.90;0.22;0.62;0.00
3205;11/04/2023;00:07:11;59.12;94.98;0.71;0.05;0.69;0.00
3206;11/04/2023;00:07:13;59.34;94.98;0.84;0.10;0.76;0.00
3207;11/04/2023;00:07:15;58.40;94.99;0.79;0.10;0.77;0.00
3208;11/04/2023;00:07:17;61.30;94.99;0.83;0.10;0.66;0.00
3209;11/04/2023;00:07:19;62.67;95.00;0.71;0.00;0.51;0.00
3210;11/04/2023;00:07:21;64.47;95.00;0.54;0.05;0.47;0.00
3211;11/04/2023;00:07:23;62.70;95.00;0.74;0.00;0.56;0.00
3212;11/04/2023;00:07:25;59.48;95.00;0.77;0.18;0.67;0.00
3213;11/04/2023;00:07:27;56.54;95.01;0.85;0.62;0.72;0.00
3214;11/04/2023;00:07:29;56.80;95.01;0.68;0.05;0.62;0.00
3215;11/04/2023;00:07:31;56.73;95.02;0.74;0.00;0.50;0.00
3216;11/04/2023;00:07:33;56.52;95.03;0.95;0.00;0.49;0.00
3217;11/04/2023;00:07:35;56.33;95.05;0.97;0.00;0.48;0.00
3218;11/04/2023;00:07:37;56.30;95.08;0.98;0.14;0.43;0.00
3219;11/04/2023;00:07:39;56.64;95.12;0.76;0.05;0.50;0.00
3220;11/04/2023;00:07:41;57.66;95.18;0.87;0.05;0.43;0.00
3221;11/04/2023;00:07:43;58.63;95.29;0.64;0.00;0.34;0.00
3222;11/04/2023;00:07:45;58.19;95.45;0.55;0.05;0.32;0.00
3223;11/04/2023;00:07:47;61.12;95.50;0.89;0.22;0.40;0.00
3224;11/04/2023;00:07:49;64.66;95.45;0.77;0.10;0.54;0.00
3225;11/04/2023;00:07:51;64.41;95.49;0.64;0.14;0.61;0.00
3226;11/04/2023;00:07:53;61.43;95.43;0.82;0.10;0.52;0.00
3227;11/04/2023;00:07:55;59.26;95.25;0.85;0.00;0.14;0.00
3228;11/04/2023;00:07:57;59.70;95.12;0.99;0.05;0.01;0.00
3229;11/04/2023;00:07:59;61.68;95.02;0.79;0.26;0.00;0.00
3230;11/04/2023;00:08:01;58.83;94.93;0.01;0.00;0.00;0.00
3231;11/04/2023;00:08:03;59.63;94.82;0.00;0.30;0.02;0.00
3232;11/04/2023;00:08:05;58.86;94.67;0.01;0.14;0.17;0.00
3233;11/04/2023;00:08:07;58.38;94.45;0.33;0.18;0.40;0.00
3234;11/04/2023;00:08:09;58.10;94.33;0.09;0.00;0.50;0.00
3235;11/04/2023;00:08:11;58.00;94.27;0.05;0.22;0.66;0.00
3236;11/04/2023;00:08:13;58.09;94.27;0.14;0.05;0.60;0.00
3237;11/04/2023;00:08:15;58.46;94.32;0.11;0.10;0.43;0.00
3238;11/04/2023;00:08:17;59.27;94.44;0.41;0.07;0.33;0.00
3239;11/04/2023;00:08:19;60.83;94.64;0.12;0.05;0.34;0.00
3240;11/04/2023;00:08:21;63.64;94.77;0.13;0.02;0.46;0.00
3241;11/04/2023;00:08:23;66.97;94.85;0.16;0.00;0.70;0.00
3242;11/04/2023;00:08:25;69.62;94.90;0.14;0.12;0.82;0.00
Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
3252;11/04/2023;00:08:46;62.11;94.25;0.13;0.03;0.48;0.00
3253;11/04/2023;00:08:48;64.95;94.38;0.31;0.20;0.54;0.00
3254;11/04/2023;00:08:50;65.02;94.60;0.08;0.03;0.56;0.00
3255;11/04/2023;00:08:52;63.18;94.73;0.17;0.00;0.62;0.00
3256;11/04/2023;00:08:54;60.75;94.81;0.29;0.06;0.65;0.00
3257;11/04/2023;00:08:56;58.86;94.86;0.27;0.06;0.74;0.00
3258;11/04/2023;00:08:58;58.82;94.87;0.32;0.10;0.70;0.00
3259;11/04/2023;00:09:00;62.47;94.86;0.16;0.06;0.59;0.00
3260;11/04/2023;00:09:02;66.01;94.82;0.28;0.00;0.50;0.00
3261;11/04/2023;00:09:04;66.32;94.76;0.36;0.21;0.48;0.03
3262;11/04/2023;00:09:06;65.29;94.63;0.30;0.18;0.32;0.01
3263;11/04/2023;00:09:08;63.23;94.43;0.56;0.20;0.26;0.01
3264;11/04/2023;00:09:10;60.47;94.30;0.59;0.27;0.47;0.05
3265;11/04/2023;00:09:12;56.30;94.27;0.42;0.42;0.65;0.03
3266;11/04/2023;00:09:14;54.85;94.28;0.49;0.19;0.64;0.01
3267;11/04/2023;00:09:16;54.52;94.34;0.56;0.10;0.57;0.01
3268;11/04/2023;00:09:18;54.88;94.48;0.68;0.03;0.47;0.00
3269;11/04/2023;00:09:20;55.60;94.71;0.61;0.13;0.42;0.00
3270;11/04/2023;00:09:22;56.49;94.88;0.40;0.10;0.41;0.00
3271;11/04/2023;00:09:24;57.42;95.02;0.60;0.00;0.47;0.00
3272;11/04/2023;00:09:26;57.83;95.17;0.47;0.03;0.56;0.00
3273;11/04/2023;00:09:28;56.86;95.16;0.65;0.00;0.61;0.01
3274;11/04/2023;00:09:30;57.04;94.96;0.61;0.11;0.66;0.04
3275;11/04/2023;00:09:32;61.26;94.72;0.48;0.13;0.55;0.06
3276;11/04/2023;00:09:34;65.90;94.69;0.54;0.00;0.49;0.04
3277;11/04/2023;00:09:36;61.93;94.82;0.66;0.10;0.31;0.02
3278;11/04/2023;00:09:38;60.49;94.89;0.81;0.00;0.15;0.00
3279;11/04/2023;00:09:40;60.26;94.93;0.75;0.00;0.08;0.00
3280;11/04/2023;00:09:42;61.68;94.95;0.37;0.10;0.13;0.00
3281;11/04/2023;00:09:44;62.05;94.97;0.55;0.03;0.36;0.00
3282;11/04/2023;00:09:46;57.69;94.98;0.59;0.00;0.69;0.00
3283;11/04/2023;00:09:48;57.16;94.99;0.49;0.03;0.75;0.00
3284;11/04/2023;00:09:50;58.08;94.99;0.50;0.03;0.60;0.00
3285;11/04/2023;00:09:52;58.48;94.99;0.40;0.10;0.39;0.00
3286;11/04/2023;00:09:54;59.91;95.00;0.54;0.00;0.23;0.00
3287;11/04/2023;00:09:56;61.36;95.00;0.64;0.13;0.03;0.00
3288;11/04/2023;00:09:58;62.28;95.00;0.92;0.06;0.00;0.00
3289;11/04/2023;00:10:00;60.15;95.00;0.56;0.00;0.00;0.00
3290;11/04/2023;00:10:02;57.70;95.00;0.04;0.23;0.00;0.00
3291;11/04/2023;00:10:04;55.32;95.00;0.25;0.03;0.03;0.00
3292;11/04/2023;00:10:06;53.36;95.00;0.01;0.10;0.17;0.00
3293;11/04/2023;00:10:08;53.58;95.00;0.19;0.03;0.47;0.00
3294;11/04/2023;00:10:10;54.72;95.00;0.08;0.03;0.64;0.00
3295;11/04/2023;00:10:12;55.80;95.00;0.21;0.00;0.73;0.00
3296;11/04/2023;00:10:14;55.80;95.00;0.21;0.03;0.66;0.00
3297;11/04/2023;00:10:16;54.81;95.00;0.18;0.00;0.45;0.00
3298;11/04/2023;00:10:18;54.50;95.00;0.38;0.10;0.28;0.00
3299;11/04/2023;00:10:20;56.75;95.00;0.06;0.00;0.30;0.00
3300;11/04/2023;00:10:22;59.51;95.00;0.16;0.15;0.48;0.00
3301;11/04/2023;00:10:24;60.92;95.00;0.24;0.03;0.62;0.00
3302;11/04/2023;00:10:26;58.73;95.00;0.14;0.13;0.53;0.00
3303;11/04/2023;00:10:28;57.44;95.00;0.36;0.13;0.48;0.00
3304;11/04/2023;00:10:30;57.86;95.00;0.16;0.06;0.55;0.00
3305;11/04/2023;00:10:32;57.06;95.01;0.21;0.03;0.52;0.00
3306;11/04/2023;00:10:34;58.36;95.01;0.15;0.10;0.34;0.00
3307;11/04/2023;00:10:36;60.76;95.01;0.43;0.00;0.23;0.00
3308;11/04/2023;00:10:38;63.56;95.02;0.37;0.06;0.22;0.00
3309;11/04/2023;00:10:40;66.19;95.03;0.13;0.11;0.37;0.00
3310;11/04/2023;00:10:42;68.01;95.05;0.17;0.00;0.64;0.00
3311;11/04/2023;00:10:44;68.61;95.08;0.16;0.18;0.81;0.04
3312;11/04/2023;00:10:46;66.71;95.12;0.22;0.00;0.85;0.09
3313;11/04/2023;00:10:48;60.47;95.24;0.18;0.00;0.79;0.04
3314;11/04/2023;00:10:50;59.36;95.11;0.12;0.03;0.60;0.01
3315;11/04/2023;00:10:52;59.35;95.05;0.18;0.00;0.44;0.00
3316;11/04/2023;00:10:54;57.83;95.00;0.37;0.10;0.46;0.00
3317;11/04/2023;00:10:56;58.43;94.94;0.37;0.03;0.64;0.00
3318;11/04/2023;00:10:58;58.79;94.88;0.26;0.03;0.77;0.00
3319;11/04/2023;00:11:00;60.13;94.79;0.36;0.18;0.76;0.03
3320;11/04/2023;00:11:02;57.92;94.66;0.33;0.00;0.71;0.04
3321;11/04/2023;00:11:04;54.60;94.44;0.42;0.11;0.68;0.02
3322;11/04/2023;00:11:07;51.34;94.33;0.51;0.03;0.70;0.01
3323;11/04/2023;00:11:09;49.94;94.28;0.39;0.11;0.57;0.00
3324;11/04/2023;00:11:11;49.82;94.29;0.38;0.00;0.35;0.00
3325;11/04/2023;00:11:13;51.06;94.36;0.64;0.13;0.35;0.00
3326;11/04/2023;00:11:15;51.47;94.49;0.51;0.18;0.37;0.01
3327;11/04/2023;00:11:17;51.25;94.73;0.67;0.03;0.27;0.00
3328;11/04/2023;00:11:19;50.41;94.91;0.80;0.03;0.28;0.00
3329;11/04/2023;00:11:21;51.56;95.08;0.52;0.06;0.39;0.00
3330;11/04/2023;00:11:23;53.54;95.26;0.62;0.06;0.56;0.00
3331;11/04/2023;00:11:25;55.47;95.30;0.53;0.10;0.67;0.00
3332;11/04/2023;00:11:27;56.92;95.19;0.67;0.00;0.71;0.00
3333;11/04/2023;00:11:29;58.52;95.12;0.67;0.13;0.65;0.01
3334;11/04/2023;00:11:31;60.96;95.08;0.60;0.06;0.72;0.00
3335;11/04/2023;00:11:33;65.13;95.05;0.54;0.10;0.75;0.00
3336;11/04/2023;00:11:35;67.01;95.03;0.50;0.03;0.77;0.00
3337;11/04/2023;00:11:37;65.70;95.02;0.48;0.11;0.73;0.00
3338;11/04/2023;00:11:39;62.80;95.01;0.61;0.06;0.66;0.00
3339;11/04/2023;00:11:41;59.59;95.01;0.45;0.18;0.57;0.00
3340;11/04/2023;00:11:43;57.28;95.01;0.43;0.00;0.53;0.00
3341;11/04/2023;00:11:45;58.28;95.01;0.62;0.15;0.53;0.00
3342;11/04/2023;00:11:47;60.71;95.01;0.53;0.10;0.58;0.00
3343;11/04/2023;00:11:49;62.53;95.01;0.70;0.15;0.56;0.00
3344;11/04/2023;00:11:51;63.14;95.01;0.56;0.00;0.31;0.00
3345;11/04/2023;00:11:53;64.71;95.02;0.46;0.11;0.12;0.00
3346;11/04/2023;00:11:55;65.95;95.02;0.88;0.00;0.06;0.00
3347;11/04/2023;00:11:57;64.57;95.04;0.71;0.20;0.03;0.00
3348;11/04/2023;00:11:59;63.25;95.06;0.64;0.13;0.02;0.00
3349;11/04/2023;00:12:01;63.75;95.09;0.17;0.26;0.02;0.00
3350;11/04/2023;00:12:03;66.46;95.14;0.49;0.00;0.06;0.01
3351;11/04/2023;00:12:05;69.74;95.23;0.21;0.13;0.20;0.02
3352;11/04/2023;00:12:07;71.98;95.14;0.44;0.00;0.34;0.02
3353;11/04/2023;00:12:09;70.67;95.09;0.46;0.18;0.33;0.01
3354;11/04/2023;00:12:11;67.95;95.06;0.23;0.10;0.21;0.00
3355;11/04/2023;00:12:13;64.29;95.04;0.55;0.10;0.18;0.00
3356;11/04/2023;00:12:15;60.51;95.03;0.59;0.00;0.31;0.00
3357;11/04/2023;00:12:17;57.45;95.02;0.58;0.10;0.38;0.00
3358;11/04/2023;00:12:19;56.17;95.01;0.37;0.10;0.44;0.00
3359;11/04/2023;00:12:21;58.25;95.01;0.38;0.06;0.39;0.00
3360;11/04/2023;00:12:23;58.51;95.01;0.58;0.06;0.35;0.00
3361;11/04/2023;00:12:25;61.12;95.02;0.32;0.03;0.34;0.00
3362;11/04/2023;00:12:27;62.90;95.03;0.57;0.00;0.45;0.00
3363;11/04/2023;00:12:29;64.22;95.04;0.50;0.13;0.69;0.00
3364;11/04/2023;00:12:31;61.21;95.06;0.53;0.03;0.82;0.00
3365;11/04/2023;00:12:33;58.60;95.09;0.56;0.10;0.71;0.01
3366;11/04/2023;00:12:35;59.40;95.14;0.47;0.03;0.46;0.01
3367;11/04/2023;00:12:37;59.10;95.22;0.71;0.10;0.33;0.01
3368;11/04/2023;00:12:39;55.35;95.14;0.70;0.06;0.34;0.01
3369;11/04/2023;00:12:41;51.90;95.09;0.45;0.03;0.43;0.00
3370;11/04/2023;00:12:43;50.63;95.06;0.57;0.03;0.60;0.00
3371;11/04/2023;00:12:45;50.79;95.04;0.63;0.06;0.64;0.00
3372;11/04/2023;00:12:47;52.15;95.03;0.66;0.03;0.42;0.00
3373;11/04/2023;00:12:49;54.81;95.02;0.52;0.23;0.18;0.00
3374;11/04/2023;00:12:51;59.41;95.01;0.29;0.13;0.10;0.01
3375;11/04/2023;00:12:53;59.00;95.01;0.55;0.10;0.09;0.00
3376;11/04/2023;00:12:55;61.96;95.01;0.66;0.03;0.10;0.00
3377;11/04/2023;00:12:57;64.74;95.22;0.89;0.10;0.14;0.00
3378;11/04/2023;00:12:59;64.46;95.27;0.54;0.00;0.22;0.00
3379;11/04/2023;00:13:01;63.95;95.17;0.64;0.00;0.31;0.00
3380;11/04/2023;00:13:03;62.94;95.11;0.82;0.10;0.48;0.01
3381;11/04/2023;00:13:05;60.99;95.07;0.80;0.00;0.70;0.00
3382;11/04/2023;00:13:07;63.14;95.05;0.81;0.10;0.64;0.00
3383;11/04/2023;00:13:09;63.72;95.03;0.65;0.11;0.36;0.00
3384;11/04/2023;00:13:11;63.43;95.02;0.83;0.06;0.26;0.00
3385;11/04/2023;00:13:13;62.68;95.01;1.00;0.06;0.31;0.00
3386;11/04/2023;00:13:15;61.74;95.01;1.00;0.10;0.53;0.00
3387;11/04/2023;00:13:17;60.84;95.01;0.90;0.18;0.68;0.00
3388;11/04/2023;00:13:19;60.20;95.00;0.84;0.03;0.64;0.00
3389;11/04/2023;00:13:21;60.13;95.00;0.85;0.00;0.56;0.00
3390;11/04/2023;00:13:23;61.11;95.00;1.05;0.06;0.53;0.00
3391;11/04/2023;00:13:25;63.93;95.00;0.94;0.13;0.58;0.00
3392;11/04/2023;00:13:27;65.12;95.00;0.88;0.15;0.66;0.00
3393;11/04/2023;00:13:29;62.23;95.00;0.80;0.10;0.66;0.00
3394;11/04/2023;00:13:32;61.40;95.00;0.92;0.06;0.72;0.00
3395;11/04/2023;00:13:34;61.49;95.00;0.94;0.13;0.76;0.00
3396;11/04/2023;00:13:36;61.91;95.00;0.93;0.00;0.74;0.00
3397;11/04/2023;00:13:38;62.72;95.00;0.98;0.06;0.44;0.00
3398;11/04/2023;00:13:40;65.61;95.01;0.92;0.10;0.16;0.00
3399;11/04/2023;00:13:42;69.17;95.01;0.61;0.10;0.09;0.00
3400;11/04/2023;00:13:44;69.00;95.02;1.02;0.18;0.11;0.00
3401;11/04/2023;00:13:46;67.10;95.02;0.82;0.06;0.17;0.00
3402;11/04/2023;00:13:48;64.97;95.04;1.06;0.06;0.14;0.00
3403;11/04/2023;00:13:50;64.03;95.06;0.79;0.00;0.08;0.00
3404;11/04/2023;00:13:52;66.21;95.09;0.57;0.03;0.05;0.01
3405;11/04/2023;00:13:54;63.00;95.13;0.97;0.30;0.11;0.06
3406;11/04/2023;00:13:56;66.21;95.26;0.93;0.03;0.14;0.06
3407;11/04/2023;00:13:58;60.03;95.14;1.04;0.03;0.04;0.01
3408;11/04/2023;00:14:00;59.91;95.09;0.95;0.13;0.02;0.00
3409;11/04/2023;00:14:02;58.69;95.06;0.49;0.00;0.02;0.00
3410;11/04/2023;00:14:04;57.85;95.04;0.55;0.06;0.13;0.00
3411;11/04/2023;00:14:06;57.01;95.03;0.55;0.03;0.50;0.00
3412;11/04/2023;00:14:08;56.77;95.02;0.70;0.10;0.66;0.00
3413;11/04/2023;00:14:10;57.93;95.02;0.56;0.06;0.66;0.00
3414;11/04/2023;00:14:12;59.86;95.02;0.53;0.13;0.63;0.00
3415;11/04/2023;00:14:14;62.15;95.02;0.64;0.15;0.48;0.00
3416;11/04/2023;00:14:16;64.53;95.03;0.77;0.03;0.34;0.00
3417;11/04/2023;00:14:18;66.72;95.04;0.70;0.00;0.22;0.00
3418;11/04/2023;00:14:20;68.40;95.06;0.43;0.06;0.25;0.00
3419;11/04/2023;00:14:22;68.08;95.09;0.49;0.06;0.34;0.00
3420;11/04/2023;00:14:24;65.15;95.14;0.64;0.00;0.43;0.00
3421;11/04/2023;00:14:26;61.11;95.22;0.50;0.00;0.37;0.01
3422;11/04/2023;00:14:28;57.02;95.34;0.78;0.13;0.36;0.01
3423;11/04/2023;00:14:30;54.16;95.55;0.58;0.00;0.43;0.01
3424;11/04/2023;00:14:32;54.21;95.65;0.58;0.00;0.44;0.00
3425;11/04/2023;00:14:34;55.64;95.68;0.81;0.03;0.45;0.00
3426;11/04/2023;00:14:36;57.70;95.65;0.69;0.03;0.55;0.00
3427;11/04/2023;00:14:38;59.78;95.54;0.72;0.11;0.49;0.00
3428;11/04/2023;00:14:40;61.25;95.35;0.69;0.03;0.41;0.00
3429;11/04/2023;00:14:42;62.09;95.22;0.46;0.15;0.41;0.00
3430;11/04/2023;00:14:44;61.72;95.14;0.55;0.11;0.62;0.00
3431;11/04/2023;00:14:46;61.22;95.09;0.51;0.03;0.76;0.00
3432;11/04/2023;00:14:48;58.15;95.06;0.57;0.03;0.83;0.00
3433;11/04/2023;00:14:50;58.85;95.04;0.52;0.03;0.73;0.00
